Id,Sales
17980,5703.9517
18836,5064.7217
19692,4975.077
20548,5510.303
21404,4351.6323
22260,3355.9067
23116,6051.975
23972,7159.2026
24828,6570.3438
25684,7188.7764
26540,8661.339
27396,4310.2256
28252,3580.4492
29108,5213.068
29964,5816.7266
30820,5086.105
31676,5227.9224
32532,5911.7134
33388,4197.0312
34244,3628.9817
35100,6315.063
35956,7382.8994
36812,6965.949
37668,7374.067
38524,9038.212
39380,4910.833
40236,4109.797
5,7069.052
861,7560.029
1717,8509.38
2573,10184.345
3429,5232.9863
4285,5500.5776
5141,5877.176
5997,5924.985
6853,6000.027
7709,6280.128
8565,7227.5312
9421,5112.9653
10277,5961.1396
11133,7721.873
11989,8116.37
12845,8809.783
13701,9652.367
14557,10745.034
15413,5317.5137
16269,6264.1665
17125,6663.249
17981,6140.556
18837,6045.8306
19693,6106.4575
20549,6856.5767
21405,5616.9727
22261,5628.6484
23117,7381.315
23973,7739.2
24829,8008.904
25685,8710.565
26541,10668.4375
27397,5669.3457
28253,5928.7783
29109,6492.4966
29965,6236.028
30821,5937.199
31677,5966.197
32533,7028.96
33389,5426.0073
34245,5823.6387
35101,7401.4565
35957,7577.4775
36813,7874.854
37669,8419.163
38525,11296.31
39381,6336.011
40237,6729.8677
6,5653.2485
862,5974.9326
1718,6549.1826
2574,7472.96
3430,5812.0513
4286,4727.2656
5142,5194.786
5998,5158.6807
6854,5077.2153
7710,5232.427
8566,5765.9507
9422,5113.5356
10278,4734.188
11134,5855.4766
11990,6111.819
12846,6118.7305
13702,6466.324
14558,7250.863
15414,5818.902
16270,4985.59
17126,5379.529
17982,5013.3735
18838,4900.0103
19694,4726.355
20550,5457.822
21406,5912.125
22262,4566.0947
23118,5638.7134
23974,5786.8213
24830,5705.7256
25686,6133.221
26542,7112.953
27398,6250.9634
28254,5094.1743
29110,5648.1064
29966,5354.1685
30822,4862.7236
31678,5014.378
32534,5656.2095
33390,5735.66
34246,4877.938
35102,5773.171
35958,5840.3657
36814,5924.6064
37670,6226.2153
38526,7593.0107
39382,6655.0493
40238,5304.3223
7,7135.0776
863,7816.463
1719,8205.901
2575,9174.606
3431,3987.1985
4287,5310.311
5143,6177.042
5999,6462.1807
6855,6586.84
7711,6452.08
8567,6757.855
9423,3721.8176
10279,5108.178
11135,7173.1055
11991,7970.747
12847,8800.135
13703,9007.085
14559,10523.287
15415,4497.0083
16271,6216.8276
17127,6834.5073
17983,6726.236
18839,6805.1187
19695,6314.9487
20551,6774.0664
21407,4538.7114
22263,5301.3276
23119,7249.2793
23975,7766.072
24831,8243.249
25687,8210.755
26543,9628.653
27399,4484.3506
28255,5523.227
29111,6508.736
29967,6757.817
30823,6778.998
31679,6680.3164
32535,7178.478
33391,4405.994
34247,5338.5586
35103,7169.2134
35959,7566.572
36815,8027.3496
37671,8158.967
38527,9832.835
39383,4961.533
40239,5964.4214
8,7697.5405
864,8529.9375
1720,9437.43
2576,10749.688
3432,5661.6074
4288,5636.401
5144,5828.401
6000,5912.3955
6856,6069.769
7712,5959.8945
8568,6278.331
9424,5150.819
10280,5531.151
11136,7611.4277
11992,8335.197
12848,9097.151
13704,9522.829
14560,11837.834
15416,5705.0454
16272,6245.975
17128,6160.82
17984,5855.56
18840,5984.789
19696,5635.106
20552,6093.861
21408,5973.035
22264,5563.91
23120,7727.1777
23976,8148.9263
24832,8638.173
25688,9144.118
26544,10921.434
27400,5881.3477
28256,6032.685
29112,6139.771
29968,6012.585
30824,5948.156
31680,6031.943
32536,6628.948
33392,5771.0454
34248,5821.6943
35104,7738.6177
35960,8038.214
36816,8654.361
37672,8845.39
38528,11200.73
39384,6056.312
40240,6148.6675
9,5423.2134
865,6072.0913
1721,6830.7666
2577,7541.103
3433,5488.424
4289,4437.9287
5145,3783.019
6001,3672.9302
6857,3546.3176
7713,3457.2908
8569,3892.001
9425,4220.4893
10281,4224.2793
11137,5462.0293
11993,5552.75
12849,5999.5176
13705,6433.251
14561,7433.371
15417,5229.8774
16273,4606.636
17129,3819.2058
17985,3647.7551
18841,3620.7935
19697,3406.1797
20553,3625.5146
21409,5106.58
22265,4081.0984
23121,5337.113
23977,5567.611
24833,6080.7153
25689,6478.313
26545,7770.8955
27401,5268.8525
28257,4891.133
29113,4288.3174
29969,4000.1628
30825,3660.4468
31681,3683.0066
32537,3988.2256
33393,4914.347
34249,4420.362
35105,5584.3535
35961,5624.95
36817,6131.859
37673,6020.355
38529,7279.7246
39385,5335.7583
40241,4611.525
10,5370.4697
866,5571.5947
1722,6284.6274
2578,7223.8237
3434,3995.6472
4290,3180.75
5146,4525.975
6002,4442.3374
6858,4540.179
7714,4639.976
8570,5038.1914
9426,3539.3455
10282,3202.1287
11138,5573.062
11994,5769.3833
12850,5982.8027
13706,6539.1333
14562,8149.1514
15418,4017.4436
16274,3386.804
17130,4918.7793
17986,4487.4443
18842,4273.555
19698,4265.207
20554,4675.6304
21410,4051.2434
22266,3046.913
23122,5601.451
23978,5633.8105
24834,5783.8633
25690,6294.0825
26546,7492.837
27402,4043.0942
28258,3229.7305
29114,4704.8857
29970,4563.556
30826,4478.477
31682,4484.8853
32538,4886.199
33394,4019.0725
34250,3209.8389
35106,5517.614
35962,5531.805
36818,5706.0195
37674,5872.659
38530,7066.7393
39386,4465.488
40242,3552.0327
11,6697.53
867,6901.1333
1723,7516.917
2579,8989.9375
3435,4939.099
4291,5465.6514
5147,5964.4155
6003,5617.2676
6859,5513.1787
7715,5507.571
8571,5962.8057
9427,4514.4795
10283,5455.0366
11139,7434.2285
11995,7438.364
12851,7834.787
13707,8322.836
14563,11211.921
15419,5469.2866
16275,6564.511
17131,6408.3257
17987,5632.5796
18843,5220.178
19699,4930.9316
20555,5390.9478
21411,5032.351
22267,5387.997
23123,7326.5415
23979,7267.2026
24835,7284.08
25691,7631.0767
26547,9634.009
27403,5237.9697
28259,5944.4917
29115,6359.121
29971,5890.842
30827,5340.627
31683,5424.75
32539,6130.408
33395,5083.9946
34251,5666.41
35107,7486.329
35963,7236.8857
36819,7222.783
37675,7562.51
38531,9723.988
39387,5526.584
40243,6320.0825
12,8029.9224
868,8658.911
1724,9493.393
2580,10815.887
3436,5937.6406
4292,5388.7114
5148,6612.6743
6004,6824.0654
6860,6709.736
7716,6686.7617
8572,7535.279
9428,5598.252
10284,5469.7925
11140,7786.9663
11996,8446.993
12852,8809.212
13708,9279.401
14564,10193.12
15420,6055.9766
16276,5882.823
17132,7014.608
17988,6665.614
18844,6624.0054
19700,6295.007
20556,6901.2056
21412,6488.8813
22268,5335.504
23124,7820.1616
23980,8148.5684
24836,8183.8984
25692,8449.75
26548,9904.944
27404,6434.472
28260,5770.0107
29116,7149.2334
29972,7058.05
30828,6558.1157
31684,6688.363
32540,7513.0747
33396,6500.6953
34252,5786.4463
35108,8175.177
35964,8370.649
36820,8592.363
37676,8672.399
38532,10834.854
39388,7025.904
40244,6430.435
13,6968.488
869,7248.3945
1725,8057.8804
2581,9477.361
3437,3954.8945
4293,4165.8877
5149,5715.748
6005,5739.913
6861,5774.465
7717,5879.7324
8573,6085.0317
9429,3741.0889
10285,4234.0947
11141,7317.8955
11997,7523.645
12853,7321.484
13709,7377.3174
14565,10398.196
15421,4173.7153
16277,4644.794
17133,6713.391
17989,5923.555
18845,5652.2993
19701,5511.155
20557,5980.868
21413,3952.1377
22269,3874.3835
23125,7175.836
23981,7373.1597
24837,7593.771
25693,8221.789
26549,10234.103
27405,3984.058
28261,4226.0894
29117,6009.6953
29973,5809.9507
30829,5539.3345
31685,5530.4966
32541,6140.1113
33397,3961.4417
34253,4151.056
35109,6933.8325
35965,7043.4497
36821,7153.4077
37677,7543.8223
38533,9806.041
39389,4192.7534
40245,4551.2925
14,8488.636
870,8426.707
1726,9136.891
2582,10429.305
3438,5078.9785
4294,5726.2256
5150,7189.2085
6006,7830.7905
6862,7259.361
7718,7538.4565
8574,8443.933
9430,3981.5623
10286,5493.5566
11142,7922.5723
11998,9196.956
12854,9296.091
13710,9897.211
14566,11334.243
15422,5359.554
16278,6498.5933
17134,7696.4834
17990,8274.442
18846,7498.2773
19702,7320.171
20558,8022.3896
21414,5025.961
22270,5856.3755
23126,8385.017
23982,9659.412
24838,9345.296
25694,9806.592
26550,11142.246
27406,5156.403
28262,5451.266
29118,8322.899
29974,9040.394
30830,7930.087
31686,7960.3994
32542,8595.101
33398,4591.6323
34254,5909.509
35110,8258.87
35966,9306.408
36822,9040.815
37678,9371.788
38534,10943.194
39390,5188.586
40246,6553.2446
15,5794.654
871,6188.288
1727,7074.1104
2583,8755.244
3439,5010.6865
4295,5313.468
5151,4308.129
6007,3796.5105
6863,3750.311
7719,3785.7014
8575,4548.2983
9431,4283.722
10287,5031.401
11143,6271.5737
11999,5999.014
12855,6292.5635
13711,6633.679
14567,10433.552
15423,5025.4766
16279,5820.4395
17135,4602.9688
17991,3865.863
18847,3762.8499
19703,3645.3513
20559,4046.752
21415,4814.819
22271,4900.454
23127,6198.768
23983,5944.447
24839,6150.5503
25695,6750.3887
26551,8696.3125
27407,4832.5386
28263,5267.104
29119,4588.1562
29975,3909.9446
30831,3668.1682
31687,3749.6316
32543,4329.1587
33399,4536.915
34255,4958.647
35111,6333.0327
35967,5921.8213
36823,6232.419
37679,6934.8247
38535,9279.269
39391,5275.6216
40247,5617.519
16,4715.4526
872,4881.7456
1728,5523.369
2584,6401.1963
3440,4281.0303
4296,3174.1633
5152,4012.2505
6008,3804.149
6864,3736.4348
7720,3827.974
8576,4249.1377
9432,3744.806
10288,3205.2734
11144,5076.4595
12000,5135.3413
12856,5263.9146
13712,5719.691
14568,7317.3994
15424,4629.2773
16280,3740.9248
17136,4569.2446
17992,3917.1907
18848,3764.0776
19704,3678.193
20560,4082.7957
21416,4350.1465
22272,3142.0447
23128,5099.829
23984,4997.3027
24840,4967.879
25696,5363.881
26552,6754.1367
27408,4292.5537
28264,3118.5315
29120,4336.8013
29976,4009.7097
30832,3725.0286
31688,3881.923
32544,4364.1987
33400,4268.304
34256,3379.0203
35112,5277.4336
35968,4993.791
36824,5115.946
37680,5392.969
38536,6913.6772
39392,4761.1655
40248,3788.2336
17,5565.1367
873,5759.6895
1729,6431.1714
2585,8168.1157
3441,5865.1914
4297,4265.976
5153,4677.1562
6009,4431.7607
6865,4271.0044
7721,4161.7134
8577,4792.3994
9433,4986.9937
10289,4276.508
11145,5804.838
12001,5890.4033
12857,6168.1343
13713,6692.6826
14569,8627.649
15425,6008.87
16281,4806.2847
17137,4791.0464
17993,4165.657
18849,4022.7356
19705,3761.2239
20561,4439.2324
21417,5754.769
22273,4140.0273
23129,5701.7866
23985,5774.178
24841,5848.276
25697,6177.213
26553,8182.743
27409,5922.979
28265,4556.87
29121,4914.6
29977,4536.331
30833,4116.302
31689,4087.4019
32545,4870.9873
33401,5622.515
34257,4378.0874
35113,5906.748
35969,5846.831
36825,6059.877
37681,6268.422
38537,8452.417
39393,6116.6357
40249,4986.099
18,9664.822
874,10337.531
1730,11296.147
2586,13631.781
3442,5586.5913
4298,6958.618
5154,8271.823
6010,7661.9414
6866,7969.25
7722,8002.222
8578,8816.551
9434,5344.9736
10290,6932.457
11146,10464.946
12002,10640.157
12858,11443.473
13714,12137.299
14570,15925.543
15426,5835.8936
16282,7693.158
17138,9360.327
17994,7930.2383
18850,7684.014
19706,7484.1157
20562,8005.3906
21418,5607.626
22274,6647.4873
23130,10218.818
23986,10056.671
24842,10813.896
25698,11414.304
26554,14394.365
27410,5817.343
28266,7147.174
29122,8765.63
29978,7969.569
30834,8021.7163
31690,7943.039
32546,8750.076
33402,5834.8477
34258,7237.279
35114,10444.833
35970,10232.706
36826,10657.535
37682,11022.228
38538,14665.917
39394,6508.7046
40250,8092.076
19,9722.347
875,10276.503
1731,11318.611
2587,12446.049
3443,8712.202
4299,7332.092
5155,8308.14
6011,8670.447
6867,8831.236
7723,8930.142
8579,9982.962
9435,7813.124
10291,7487.9644
11147,9799.225
12003,10983.295
12859,11964.815
13715,13112.27
14571,15057.499
15427,10141.153
16283,8486.879
17139,9433.622
17995,8835.837
18851,8476.572
19707,8177.7974
20563,9292.687
21419,8459.2
22275,7061.882
23131,9282.331
23987,10307.62
24843,10691.876
25699,11417.482
26555,12777.888
27411,8814.348
28267,7545.384
29123,8762.378
29979,8932.51
30835,8608.58
31691,8640.521
32547,9716.201
33403,8332.939
34259,7460.8667
35115,9444.0205
35971,10399.376
36827,10728.302
37683,11413.552
38539,13490.815
39395,9182.38
40251,8380.812
20,9303.666
876,9999.295
1732,11607.61
2588,12758.306
3444,6660.79
4300,6208.9043
5156,6799.9863
6012,6960.875
6868,7042.8657
7724,7214.5073
8580,7601.4883
9436,5984.315
10292,6264.4707
11148,9307.509
12004,10207.81
12860,10949.897
13716,12695.842
14572,16470.486
15428,7573.3955
16284,6954.02
17140,8048.4097
17996,7068.897
18852,6786.315
19708,6875.195
20564,6924.23
21420,6604.3223
22276,5909.8867
23132,9266.745
23988,9814.021
24844,10147.442
25700,11539.746
26556,13467.097
27412,6978.5312
28268,6453.1816
29124,7255.422
29980,7104.8843
30836,7199.1377
31692,7584.7373
32548,7764.605
33404,6645.3003
34260,6267.8657
35116,9307.704
35972,9928.96
36828,10574.539
37684,12053.237
38540,14289.479
39396,7522.1094
40252,7073.7397
21,7484.7437
877,7946.911
1733,9029.363
2589,12091.164
3445,7597.002
4301,6658.2305
5157,6218.2744
6013,6298.6465
6869,6351.2646
7725,6589.856
8581,7455.2256
9437,7279.7246
10293,6998.342
11149,7855.357
12005,8342.642
12861,9167.801
13717,9911.314
14573,12544.389
15429,8216.224
16285,7900.214
17141,7466.2197
17997,6494.733
18853,6265.1997
19709,6108.188
20565,7261.2925
21421,8144.5054
22277,6731.871
23133,7793.3335
23989,8031.0483
24845,8484.774
25701,9249.474
26557,12412.417
27413,7979.472
28269,7162.7407
29125,6781.876
29981,6407.904
30837,6048.639
31693,5871.2476
32549,7157.2227
33405,7732.3237
34261,7178.7314
35117,7593.8145
35973,7673.841
36829,8132.8374
37685,8606.011
38541,12301.353
39397,8303.054
40253,7746.9478
22,4421.779
878,4458.1675
1734,5420.586
2590,5495.276
3446,2957.935
4302,3296.8452
5158,3189.1633
6014,3621.0664
6870,3420.2717
7726,3636.578
8582,3572.8508
9438,2778.2297
10294,3562.3518
11150,4084.771
12006,4850.4565
12862,4737.915
13718,5732.953
14574,6650.278
15430,3587.8687
16286,3643.6548
17142,3629.117
17998,3528.3591
18854,3201.029
19710,3248.6445
20566,3078.5469
21422,2861.1555
22278,3062.8777
23134,3841.1096
23990,4581.3516
24846,4451.8145
25702,5312.591
26558,5747.6543
27414,2977.6917
28270,3276.9097
29126,3155.2551
29982,3479.4587
30838,3307.6128
31694,3615.4678
32550,3629.335
33406,2912.4487
34262,3391.6438
35118,3893.3599
35974,4867.4756
36830,4856.679
37686,5467.2734
38542,5912.7793
39398,3107.3298
40254,3572.3225
23,5679.0986
879,5750.1826
1735,6008.1475
2591,7035.0166
3447,4294.3677
4303,5345.9424
5159,5235.537
6015,4985.5044
6871,4803.4795
7727,4718.976
8583,5118.714
9439,3928.117
10295,5369.747
11151,6330.689
12007,6346.3784
12863,6677.1885
13719,6816.708
14575,7721.917
15431,4783.9404
16287,6208.9043
17143,5443.638
17999,4856.327
18855,4689.048
19711,4438.3184
20567,4925.042
21423,4654.316
22279,5489.9688
23135,6161.1777
23991,6044.0317
24847,6008.36
25703,6177.319
26559,7525.468
27415,4732.942
28271,5756.356
29127,5775.853
29983,5294.642
30839,4740.3423
31695,4636.0166
32551,5294.465
33407,4463.035
34263,5687.7886
35119,6440.809
35975,6144.675
36831,6151.659
37687,6231.0396
38543,7706.5317
39399,5081.862
40255,6170.617
24,4241.824
880,4550.568
1736,5310.5947
2592,5750.6646
3448,2814.985
4304,2278.4187
5160,3333.4417
6016,3299.3435
6872,3442.1565
7728,3412.0757
8584,4058.2327
9440,2501.6863
10296,2416.5627
11152,4633.2227
12008,4632.5815
12864,5021.6724
13720,5561.857
14576,5664.994
15432,2681.4224
16288,2354.3403
17144,3384.8208
18000,3163.5132
18856,3237.0283
19712,3105.3354
20568,3553.49
21424,2835.0903
22280,2276.2285
23136,4543.3594
23992,4520.112
24848,4603.6577
25704,4974.7974
26560,5868.8794
27416,2852.4995
28272,2241.194
29128,3622.4932
29984,3422.2432
30840,3321.313
31696,3401.1338
32552,3953.1782
33408,2791.7747
34264,2461.276
35120,4715.6147
35976,4623.699
36832,4967.1064
37688,5142.0757
38544,6132.403
39400,3166.7864
40256,2702.975
25,7679.7056
881,8140.4355
1737,8874.46
2593,10125.767
3449,7126.7524
4305,7422.7363
5161,6955.99
6017,6582.996
6873,6707.6626
7729,6873.096
8585,7765.827
9441,6883.16
10297,7578.1494
11153,8303.282
12009,8419.91
12865,9328.073
13721,9946.381
14577,11479.558
15433,8251.194
16289,8635.464
17145,8007.7427
18001,7139.9653
18857,7178.471
19713,7012.1196
20569,7800.8228
21425,8190.4897
22281,7642.512
23137,8260.462
23993,8301.042
24849,8613.804
25705,9325.797
26561,11154.102
27417,8027.357
28273,7948.0405
29129,7621.6855
29985,7001.0723
30841,6715.697
31697,6445.1353
32553,7373.8916
33409,7759.0527
34265,7835.0044
35121,7910.2876
35977,7778.5107
36833,7991.6587
37689,8415.102
38545,10188.222
39401,9456.838
40257,9119.913
26,10113.77
882,10536.223
1738,11679.026
2594,14673.165
3450,6668.2974
4306,8008.3613
5162,8372.19
6018,8169.767
6874,8070.933
7730,8066.3774
8586,8961.447
9442,6102.0557
10298,7836.8423
11154,10900.984
12010,11454.425
12866,12019.27
13722,12612.302
14578,17042.557
15434,6754.3174
16290,8552.813
17146,8972.711
18002,7860.7607
18858,7561.2476
19714,7483.024
20570,8421.3
21426,6620.443
22282,7519.355
23138,10448.609
23994,10694.8545
24850,10931.793
25706,11812.841
26562,15621.025
27418,6889.7417
28274,8343.517
29130,8834.767
29986,8385.921
30842,7933.809
31698,7845.076
32554,8989.346
33410,6957.7554
34266,8213.661
35122,10956.051
35978,10854.91
36834,11075.824
37690,11728.6875
38546,15773.55
39402,7529.9985
40258,8954.082
27,9371.609
883,9901.903
1739,10557.367
2595,11553.412
3451,5579.3594
4307,9112.644
5163,8751.654
6019,8309.764
6875,8106.2827
7731,8229.376
8587,9363.586
9443,4934.3335
10299,8920.905
11155,8986.208
12011,9723.228
12867,10301.046
13723,11161.179
14579,12581.857
15435,5476.355
16291,9861.123
17147,8847.069
18003,8336.31
18859,8133.2104
19715,8236.034
20571,8645.36
21427,5768.938
22283,9446.165
23139,9583.987
23995,10061.469
24851,10334.376
25707,10966.379
26563,12491.5
27419,5938.9946
28275,6771.9863
29131,9522.512
29987,9010.909
30843,8753.732
31699,9038.117
32555,9565.531
33411,5527.5327
34267,9536.235
35123,9701.523
35979,9946.732
36835,10117.281
37691,10383.915
38547,12374.77
39403,6096.239
40259,10685.759
28,5586.2876
884,6007.489
1740,6644.932
2596,8697.432
3452,8896.739
4308,5536.6772
5164,4306.6377
6020,4002.3496
6876,4183.497
7732,4202.9204
8588,4664.053
9444,7742.1978
10300,5638.0625
11156,5962.965
12012,6102.731
12868,6840.3896
13724,7492.5723
14580,10067.313
15436,9548.923
16292,6426.327
17148,5152.755
18004,4433.9556
18860,4300.4473
19716,4069.4324
20572,4708.9355
21428,8990.812
22284,5571.1855
23140,5847.7183
23996,5983.505
24852,6438.518
25708,6857.3154
26564,9246.624
27420,9214.358
28276,5972.6816
29132,4803.502
29988,4392.9214
30844,4258.9375
31700,4003.0332
32556,4583.568
33412,8679.665
34268,5875.466
35124,5793.333
35980,5692.695
36836,6318.708
37692,6688.752
38548,9122.889
39404,9549.752
40260,6657.4683
29,4828.3496
885,5418.492
1741,6113.7017
2597,7484.4727
3453,3084.6206
4309,2612.4802
5165,3558.385
6021,3689.5684
6877,3903.4082
7733,3999.3538
8589,4467.8228
9445,2914.3584
10301,2813.464
11157,5145.24
12013,5553.942
12869,6236.3433
13725,7013.6846
14581,8101.351
15437,3308.31
16293,3014.373
17149,4236.7007
18005,3712.1733
18861,3699.7468
19717,3613.4578
20573,4086.8718
21429,3119.3704
22285,2580.7173
23141,4707.4893
23997,4992.624
24853,5423.327
25709,6009.202
26565,7685.231
27421,3247.7273
28277,2849.5593
29133,3888.7908
29989,3831.708
30845,4036.3347
31701,4018.5854
32557,4428.9253
33413,3208.2593
34269,2907.9888
35125,4989.3867
35981,5333.596
36837,5881.9424
37693,6377.6963
38549,8144.334
39405,3861.547
40261,3358.5874
30,4230.9575
886,4279.107
1742,5124.6494
2598,5006.979
3454,5008.7896
4310,4218.501
5166,3596.6995
6022,3734.9878
6878,3763.6396
7734,3872.9832
8590,3722.9575
9446,4357.788
10302,4279.0215
11158,4080.4092
12014,4405.3804
12870,4493.0723
13726,5078.421
14582,4914.0283
15438,4686.722
16294,4249.904
17150,3867.1245
18006,3571.3245
18862,3459.1118
19718,3533.7285
20574,3621.588
21430,5023.5645
22286,4197.508
23142,4430.9575
23998,4651.866
24854,4599.808
25710,5206.3447
26566,5204.2295
27422,4969.1157
28278,4455.4043
29134,3792.0986
29990,3624.7437
30846,3362.6912
31702,3842.5352
32558,3831.2659
33414,4801.015
34270,4396.7866
35126,4471.724
35982,4666.8086
36838,4755.6553
37694,4936.33
38550,5050.22
39406,5021.045
40262,4219.7285
31,5654.4507
887,5819.518
1743,6205.062
2599,7949.064
3455,6291.435
4311,5645.575
5167,5344.7344
6023,5075.23
6879,5059.159
7735,4997.3457
8591,5571.021
9447,5804.816
10303,5877.624
11159,6013.193
12015,6224.535
12871,6256.1353
13727,6385.859
14583,8358.658
15439,6148.8784
16295,6259.794
17151,5590.077
18007,4956.2686
18863,4790.092
19719,4529.309
20575,5201.0186
21431,6519.8516
22287,5557.9375
23143,6011.3174
23999,5996.7485
24855,6029.6133
25711,6360.9287
26567,8125.526
27423,6576.4688
28279,5925.6406
29135,5791.824
29991,5389.971
30847,4994.272
31703,5007.4897
32559,5755.258
33415,6353.034
34271,6038.6724
35127,6203.3516
35983,6136.68
36839,6292.798
37695,6212.589
38551,8326.98
39407,6777.8984
40263,6432.257
32,10243.896
888,11605.596
1744,12227.252
2600,13572.767
3456,7352.534
4312,7233.3525
5168,8025.4355
6024,8151.5454
6880,8872.038
7736,8700.709
8592,9046.198
9448,7039.1045
10304,7173.7485
11160,10120.07
12016,10992.37
12872,12201.181
13728,12762.468
14584,15092.0625
15440,7462.368
16296,8008.1245
17152,9252.243
18008,8399.457
18864,8490.596
19720,7998.5522
20576,8522.537
21432,7828.9233
22288,7126.0864
23144,10371.74
24000,11011.362
24856,12133.237
25712,12644.411
26568,14387.352
27424,7723.6997
28280,7572.0444
29136,8480.422
29992,8415.366
30848,8668.115
31704,8489.081
32560,9146.909
33416,7619.004
34272,7668.368
35128,10385.629
35984,10961.936
36840,11697.141
37696,11534.542
38552,14369.223
39408,7756.3447
40264,7860.1157
33,6397.174
889,6694.8027
1745,7578.6846
2601,9328.651
3457,4736.3833
4313,3932.8784
5169,5201.3364
6025,5206.533
6881,5264.8984
7737,5458.2383
8593,5845.286
9449,4253.688
10305,4252.99
11161,7124.9175
12017,7186.946
12873,7652.834
13729,8266.191
14585,10146.223
15441,4819.9385
16297,4447.6543
17153,5889.735
18009,5276.8394
18865,4993.6626
19721,4883.7393
20577,5446.8633
21433,4800.3096
22289,3813.6975
23145,6644.907
24001,6646.7393
24857,6955.3867
25713,7534.2227
26569,9388.133
27425,4729.286
28281,4104.703
29137,5439.154
29993,5202.6655
30849,4991.2764
31705,5133.9404
32561,5853.293
33417,4516.009
34273,4133.5317
35129,6896.777
35985,6777.175
36841,7189.6543
37697,7552.188
38553,9559.247
39409,5336.7466
40265,4714.7427
34,5190.3735
890,5143.5034
1746,5380.283
2602,6782.4
3458,6183.668
4314,5654.71
5170,4564.292
6026,4318.8105
6882,4002.3994
7738,4005.4358
8594,4528.359
9450,5470.2466
10306,5698.9214
11162,5708.0225
12018,5617.8516
12874,5397.498
13730,5635.659
14586,7208.221
15442,6194.5186
16298,6157.5884
17154,4528.549
18010,4122.5967
18866,3775.3835
19722,3499.8882
20578,4168.0103
21434,6051.5137
22290,5380.217
23146,5345.0957
24002,5265.1597
24858,5052.075
25714,5282.918
26570,7032.1387
27426,6244.0273
28282,5822.067
29138,4753.9497
29994,4418.7007
30850,3847.9307
31706,3692.741
32562,4502.5327
33418,5870.6094
34274,5874.928
35130,5668.805
35986,5491.8647
36842,5430.9937
37698,5581.3984
38554,7420.917
39410,6060.472
40266,6029.5845
35,5274.776
891,5457.306
1747,6059.4033
2603,7660.2246
3459,6250.2603
4315,4740.8486
5171,4293.5156
6027,3983.3135
6883,3984.0278
7739,4012.4226
8595,4563.469
9451,5222.7285
10307,4586.4717
11163,5451.604
12019,5552.8345
12875,5859.6665
13731,6412.6484
14587,9077.426
15443,6392.166
16299,5265.893
17155,4566.927
18011,4006.5747
18867,3956.7324
19723,3763.69
20579,4276.728
21435,6113.451
22291,4442.965
23147,5594.9478
